"x","y","var1.pred"
-25295.1349522562,6859408.6428,85.6
-25294.1349522562,6859408.6428,85.6
-25293.1349522562,6859408.6428,85.6
-25292.1349522562,6859408.6428,85.6
-25291.1349522562,6859408.6428,85.6
-25290.1349522562,6859408.6428,85.6
-25289.1349522562,6859408.6428,85.6
-25288.1349522562,6859408.6428,85.6
-25287.1349522562,6859408.6428,85.6
-25286.1349522562,6859408.6428,85.6
-25285.1349522562,6859408.6428,85.6
-25284.1349522562,6859408.6428,85.6
-25283.1349522562,6859408.6428,85.6
-25282.1349522562,6859408.6428,85.6
-25281.1349522562,6859408.6428,85.6
-25280.1349522562,6859408.6428,82.8
-25279.1349522562,6859408.6428,82.8
-25278.1349522562,6859408.6428,82.8
-25277.1349522562,6859408.6428,82.8
-25276.1349522562,6859408.6428,82.8
-25275.1349522562,6859408.6428,82.8
-25274.1349522562,6859408.6428,96.2
-25273.1349522562,6859408.6428,96.2
-25272.1349522562,6859408.6428,96.2
-25271.1349522562,6859408.6428,96.2
-25270.1349522562,6859408.6428,118.8
-25269.1349522562,6859408.6428,118.8
-25268.1349522562,6859408.6428,118.8
-25267.1349522562,6859408.6428,118.8
-25266.1349522562,6859408.6428,118.8
-25265.1349522562,6859408.6428,118.8
-25264.1349522562,6859408.6428,107.4
-25263.1349522562,6859408.6428,107.4
-25262.1349522562,6859408.6428,107.4
-25261.1349522562,6859408.6428,107.4
-25260.1349522562,6859408.6428,107.4
-25259.1349522562,6859408.6428,107.4
-25258.1349522562,6859408.6428,107.4
-25257.1349522562,6859408.6428,107.4
-25256.1349522562,6859408.6428,107.4
-25255.1349522562,6859408.6428,107.4
-25254.1349522562,6859408.6428,107.4
-25253.1349522562,6859408.6428,118.2
-25252.1349522562,6859408.6428,118.2
-25251.1349522562,6859408.6428,120.2
-25250.1349522562,6859408.6428,120.2
-25249.1349522562,6859408.6428,120.2
-25248.1349522562,6859408.6428,120.2
-25247.1349522562,6859408.6428,120.2
-25246.1349522562,6859408.6428,120.2
-25245.1349522562,6859408.6428,120.2
-25244.1349522562,6859408.6428,120.2
-25243.1349522562,6859408.6428,120.2
-25242.1349522562,6859408.6428,120.2
-25241.1349522562,6859408.6428,120.2
-25240.1349522562,6859408.6428,120.2
-25239.1349522562,6859408.6428,120.2
-25238.1349522562,6859408.6428,120.2
-25237.1349522562,6859408.6428,120.2
-25236.1349522562,6859408.6428,120.2
-25235.1349522562,6859408.6428,120.2
-25234.1349522562,6859408.6428,120.2
-25233.1349522562,6859408.6428,120.2
-25232.1349522562,6859408.6428,120.2
-25231.1349522562,6859408.6428,130.2
-25230.1349522562,6859408.6428,130.2
-25229.1349522562,6859408.6428,130.2
-25228.1349522562,6859408.6428,130.2
-25227.1349522562,6859408.6428,130.2
-25226.1349522562,6859408.6428,130.2
-25225.1349522562,6859408.6428,130.2
-25224.1349522562,6859408.6428,130.2
-25223.1349522562,6859408.6428,130.2
-25222.1349522562,6859408.6428,130.2
-25221.1349522562,6859408.6428,130.2
-25220.1349522562,6859408.6428,130.2
-25219.1349522562,6859408.6428,130.2
-25218.1349522562,6859408.6428,130.2
-25217.1349522562,6859408.6428,162.8
-25216.1349522562,6859408.6428,162.8
-25215.1349522562,6859408.6428,162.8
-25214.1349522562,6859408.6428,137
-25213.1349522562,6859408.6428,137
-25212.1349522562,6859408.6428,137
-25211.1349522562,6859408.6428,137
-25210.1349522562,6859408.6428,137
-25209.1349522562,6859408.6428,137
-25208.1349522562,6859408.6428,137
-25207.1349522562,6859408.6428,104
-25206.1349522562,6859408.6428,104
-25205.1349522562,6859408.6428,104
-25204.1349522562,6859408.6428,104
-25203.1349522562,6859408.6428,104
-25202.1349522562,6859408.6428,104
-25201.1349522562,6859408.6428,104
-25200.1349522562,6859408.6428,104
-25199.1349522562,6859408.6428,104
-25198.1349522562,6859408.6428,104
-25197.1349522562,6859408.6428,104
-25196.1349522562,6859408.6428,104
-25195.1349522562,6859408.6428,104
-25194.1349522562,6859408.6428,104
-25193.1349522562,6859408.6428,104
-25192.1349522562,6859408.6428,104
-25191.1349522562,6859408.6428,104
-25190.1349522562,6859408.6428,104
-25189.1349522562,6859408.6428,106
-25188.1349522562,6859408.6428,106
-25187.1349522562,6859408.6428,106
-25186.1349522562,6859408.6428,84.8
-25185.1349522562,6859408.6428,84.8
-25184.1349522562,6859408.6428,84.8
-25183.1349522562,6859408.6428,84.8
-25182.1349522562,6859408.6428,84.8
-25181.1349522562,6859408.6428,84.8
-25180.1349522562,6859408.6428,84.8
-25179.1349522562,6859408.6428,76.6
-25178.1349522562,6859408.6428,76.6
-25177.1349522562,6859408.6428,76.6
-25176.1349522562,6859408.6428,76.6
-25175.1349522562,6859408.6428,76.6
-25174.1349522562,6859408.6428,64
-25173.1349522562,6859408.6428,64
-25172.1349522562,6859408.6428,64
-25171.1349522562,6859408.6428,64
-25170.1349522562,6859408.6428,64
-25169.1349522562,6859408.6428,64
-25168.1349522562,6859408.6428,59.2
-25167.1349522562,6859408.6428,59.2
-25166.1349522562,6859408.6428,59.2
-25165.1349522562,6859408.6428,59.2
-25164.1349522562,6859408.6428,59.2
-25163.1349522562,6859408.6428,59.2
-25162.1349522562,6859408.6428,59.2
-25161.1349522562,6859408.6428,59.2
-25160.1349522562,6859408.6428,59.2
-25159.1349522562,6859408.6428,59.2
-25158.1349522562,6859408.6428,59.2
-25157.1349522562,6859408.6428,59.2
-25156.1349522562,6859408.6428,59.2
-25155.1349522562,6859408.6428,59.2
-25154.1349522562,6859408.6428,72.6
-25153.1349522562,6859408.6428,72.6
-25152.1349522562,6859408.6428,72.6
-25151.1349522562,6859408.6428,72.6
-25150.1349522562,6859408.6428,72.6
-25149.1349522562,6859408.6428,72.6
-25148.1349522562,6859408.6428,72.6
-25147.1349522562,6859408.6428,72.6
-25146.1349522562,6859408.6428,78.2
-25145.1349522562,6859408.6428,78.2
-25144.1349522562,6859408.6428,78.2
-25143.1349522562,6859408.6428,78.2
-25142.1349522562,6859408.6428,78.2
-25141.1349522562,6859408.6428,78.2
-25140.1349522562,6859408.6428,78.2
-25139.1349522562,6859408.6428,78.2
-25138.1349522562,6859408.6428,78.2
-25137.1349522562,6859408.6428,78.2
-25136.1349522562,6859408.6428,78.2
-25135.1349522562,6859408.6428,78.2
-25134.1349522562,6859408.6428,78.2
-25133.1349522562,6859408.6428,78.2
-25132.1349522562,6859408.6428,78.2
-25131.1349522562,6859408.6428,78.2
-25130.1349522562,6859408.6428,78.2
-25129.1349522562,6859408.6428,78.2
-25128.1349522562,6859408.6428,69.2
-25127.1349522562,6859408.6428,69.2
-25126.1349522562,6859408.6428,69.2
-25125.1349522562,6859408.6428,69.2
-25301.1349522562,6859407.6428,85.6
-25300.1349522562,6859407.6428,85.6
-25299.1349522562,6859407.6428,85.6
-25298.1349522562,6859407.6428,85.6
-25297.1349522562,6859407.6428,85.6
-25296.1349522562,6859407.6428,85.6
-25295.1349522562,6859407.6428,85.6
-25294.1349522562,6859407.6428,85.6
-25293.1349522562,6859407.6428,85.6
-25292.1349522562,6859407.6428,85.6
-25291.1349522562,6859407.6428,85.6
-25290.1349522562,6859407.6428,85.6
-25289.1349522562,6859407.6428,85.6
-25288.1349522562,6859407.6428,85.6
-25287.1349522562,6859407.6428,85.6
-25286.1349522562,6859407.6428,85.6
-25285.1349522562,6859407.6428,85.6
-25284.1349522562,6859407.6428,85.6
-25283.1349522562,6859407.6428,85.6
-25282.1349522562,6859407.6428,85.6
-25281.1349522562,6859407.6428,85.6
-25280.1349522562,6859407.6428,82.8
-25279.1349522562,6859407.6428,82.8
-25278.1349522562,6859407.6428,82.8
-25277.1349522562,6859407.6428,82.8
-25276.1349522562,6859407.6428,82.8
-25275.1349522562,6859407.6428,96.2
-25274.1349522562,6859407.6428,96.2
-25273.1349522562,6859407.6428,96.2
-25272.1349522562,6859407.6428,96.2
-25271.1349522562,6859407.6428,96.2
-25270.1349522562,6859407.6428,118.8
-25269.1349522562,6859407.6428,118.8
-25268.1349522562,6859407.6428,118.8
-25267.1349522562,6859407.6428,118.8
-25266.1349522562,6859407.6428,118.8
-25265.1349522562,6859407.6428,118.8
-25264.1349522562,6859407.6428,118.8
-25263.1349522562,6859407.6428,107.4
-25262.1349522562,6859407.6428,107.4
-25261.1349522562,6859407.6428,107.4
-25260.1349522562,6859407.6428,107.4
-25259.1349522562,6859407.6428,107.4
-25258.1349522562,6859407.6428,107.4
-25257.1349522562,6859407.6428,107.4
-25256.1349522562,6859407.6428,107.4
-25255.1349522562,6859407.6428,107.4
-25254.1349522562,6859407.6428,107.4
-25253.1349522562,6859407.6428,118.2
-25252.1349522562,6859407.6428,118.2
-25251.1349522562,6859407.6428,120.2
-25250.1349522562,6859407.6428,120.2
-25249.1349522562,6859407.6428,120.2
-25248.1349522562,6859407.6428,120.2
-25247.1349522562,6859407.6428,120.2
-25246.1349522562,6859407.6428,120.2
-25245.1349522562,6859407.6428,120.2
-25244.1349522562,6859407.6428,120.2
-25243.1349522562,6859407.6428,120.2
-25242.1349522562,6859407.6428,120.2
-25241.1349522562,6859407.6428,120.2
-25240.1349522562,6859407.6428,120.2
-25239.1349522562,6859407.6428,120.2
-25238.1349522562,6859407.6428,120.2
-25237.1349522562,6859407.6428,120.2
-25236.1349522562,6859407.6428,120.2
-25235.1349522562,6859407.6428,120.2
-25234.1349522562,6859407.6428,120.2
-25233.1349522562,6859407.6428,120.2
-25232.1349522562,6859407.6428,120.2
-25231.1349522562,6859407.6428,130.2
-25230.1349522562,6859407.6428,130.2
-25229.1349522562,6859407.6428,130.2
-25228.1349522562,6859407.6428,130.2
-25227.1349522562,6859407.6428,130.2
-25226.1349522562,6859407.6428,130.2
-25225.1349522562,6859407.6428,130.2
-25224.1349522562,6859407.6428,130.2
-25223.1349522562,6859407.6428,130.2
-25222.1349522562,6859407.6428,130.2
-25221.1349522562,6859407.6428,130.2
-25220.1349522562,6859407.6428,130.2
-25219.1349522562,6859407.6428,130.2
-25218.1349522562,6859407.6428,162.8
-25217.1349522562,6859407.6428,162.8
-25216.1349522562,6859407.6428,162.8
-25215.1349522562,6859407.6428,162.8
-25214.1349522562,6859407.6428,137
-25213.1349522562,6859407.6428,137
-25212.1349522562,6859407.6428,137
-25211.1349522562,6859407.6428,137
-25210.1349522562,6859407.6428,137
-25209.1349522562,6859407.6428,137
-25208.1349522562,6859407.6428,137
-25207.1349522562,6859407.6428,137
-25206.1349522562,6859407.6428,104
-25205.1349522562,6859407.6428,104
-25204.1349522562,6859407.6428,104
-25203.1349522562,6859407.6428,104
-25202.1349522562,6859407.6428,104
-25201.1349522562,6859407.6428,104
-25200.1349522562,6859407.6428,104
-25199.1349522562,6859407.6428,104
-25198.1349522562,6859407.6428,104
-25197.1349522562,6859407.6428,104
-25196.1349522562,6859407.6428,104
-25195.1349522562,6859407.6428,104
-25194.1349522562,6859407.6428,104
-25193.1349522562,6859407.6428,104
-25192.1349522562,6859407.6428,104
-25191.1349522562,6859407.6428,104
-25190.1349522562,6859407.6428,106
-25189.1349522562,6859407.6428,106
-25188.1349522562,6859407.6428,106
-25187.1349522562,6859407.6428,106
-25186.1349522562,6859407.6428,84.8
-25185.1349522562,6859407.6428,84.8
-25184.1349522562,6859407.6428,84.8
-25183.1349522562,6859407.6428,84.8
-25182.1349522562,6859407.6428,84.8
-25181.1349522562,6859407.6428,84.8
-25180.1349522562,6859407.6428,84.8
-25179.1349522562,6859407.6428,84.8
-25178.1349522562,6859407.6428,84.8
-25177.1349522562,6859407.6428,76.6
-25176.1349522562,6859407.6428,76.6
-25175.1349522562,6859407.6428,76.6
-25174.1349522562,6859407.6428,64
-25173.1349522562,6859407.6428,64
-25172.1349522562,6859407.6428,64
-25171.1349522562,6859407.6428,64
-25170.1349522562,6859407.6428,64
-25169.1349522562,6859407.6428,64
-25168.1349522562,6859407.6428,59.2
-25167.1349522562,6859407.6428,59.2
-25166.1349522562,6859407.6428,59.2
-25165.1349522562,6859407.6428,59.2
-25164.1349522562,6859407.6428,59.2
-25163.1349522562,6859407.6428,59.2
-25162.1349522562,6859407.6428,59.2
-25161.1349522562,6859407.6428,59.2
-25160.1349522562,6859407.6428,59.2
-25159.1349522562,6859407.6428,59.2
-25158.1349522562,6859407.6428,59.2
-25157.1349522562,6859407.6428,59.2
-25156.1349522562,6859407.6428,59.2
-25155.1349522562,6859407.6428,59.2
-25154.1349522562,6859407.6428,72.6
-25153.1349522562,6859407.6428,72.6
-25152.1349522562,6859407.6428,72.6
-25151.1349522562,6859407.6428,72.6
-25150.1349522562,6859407.6428,72.6
-25149.1349522562,6859407.6428,72.6
-25148.1349522562,6859407.6428,72.6
-25147.1349522562,6859407.6428,72.6
-25146.1349522562,6859407.6428,78.2
-25145.1349522562,6859407.6428,78.2
-25144.1349522562,6859407.6428,78.2
-25143.1349522562,6859407.6428,78.2
-25142.1349522562,6859407.6428,78.2
-25141.1349522562,6859407.6428,78.2
-25140.1349522562,6859407.6428,78.2
-25139.1349522562,6859407.6428,78.2
-25138.1349522562,6859407.6428,78.2
-25137.1349522562,6859407.6428,78.2
-25136.1349522562,6859407.6428,78.2
-25135.1349522562,6859407.6428,78.2
-25134.1349522562,6859407.6428,78.2
-25133.1349522562,6859407.6428,78.2
-25132.1349522562,6859407.6428,78.2
-25131.1349522562,6859407.6428,78.2
-25130.1349522562,6859407.6428,78.2
-25129.1349522562,6859407.6428,78.2
-25128.1349522562,6859407.6428,78.2
-25127.1349522562,6859407.6428,69.2
-25126.1349522562,6859407.6428,69.2
-25125.1349522562,6859407.6428,69.2
-25124.1349522562,6859407.6428,69.2
-25051.1349522562,6859407.6428,66
-25050.1349522562,6859407.6428,66
-25049.1349522562,6859407.6428,66
-25048.1349522562,6859407.6428,66
-25301.1349522562,6859406.6428,85.6
-25300.1349522562,6859406.6428,85.6
-25299.1349522562,6859406.6428,85.6
-25298.1349522562,6859406.6428,85.6
-25297.1349522562,6859406.6428,85.6
-25296.1349522562,6859406.6428,85.6
-25295.1349522562,6859406.6428,85.6
-25294.1349522562,6859406.6428,85.6
-25293.1349522562,6859406.6428,85.6
-25292.1349522562,6859406.6428,85.6
-25291.1349522562,6859406.6428,85.6
-25290.1349522562,6859406.6428,85.6
-25289.1349522562,6859406.6428,85.6
-25288.1349522562,6859406.6428,85.6
-25287.1349522562,6859406.6428,85.6
-25286.1349522562,6859406.6428,85.6
-25285.1349522562,6859406.6428,85.6
-25284.1349522562,6859406.6428,85.6
-25283.1349522562,6859406.6428,85.6
-25282.1349522562,6859406.6428,85.6
-25281.1349522562,6859406.6428,85.6
-25280.1349522562,6859406.6428,82.8
-25279.1349522562,6859406.6428,82.8
-25278.1349522562,6859406.6428,82.8
-25277.1349522562,6859406.6428,95.6
-25276.1349522562,6859406.6428,95.6
-25275.1349522562,6859406.6428,95.6
-25274.1349522562,6859406.6428,95.6
-25273.1349522562,6859406.6428,95.6
-25272.1349522562,6859406.6428,96.2
-25271.1349522562,6859406.6428,96.2
-25270.1349522562,6859406.6428,118.8
-25269.1349522562,6859406.6428,118.8
-25268.1349522562,6859406.6428,118.8
-25267.1349522562,6859406.6428,118.8
-25266.1349522562,6859406.6428,118.8
-25265.1349522562,6859406.6428,118.8
-25264.1349522562,6859406.6428,118.8
-25263.1349522562,6859406.6428,107.4
-25262.1349522562,6859406.6428,107.4
-25261.1349522562,6859406.6428,107.4
-25260.1349522562,6859406.6428,107.4
-25259.1349522562,6859406.6428,107.4
-25258.1349522562,6859406.6428,107.4
-25257.1349522562,6859406.6428,107.4
-25256.1349522562,6859406.6428,107.4
-25255.1349522562,6859406.6428,107.4
-25254.1349522562,6859406.6428,107.4
-25253.1349522562,6859406.6428,118.2
-25252.1349522562,6859406.6428,118.2
-25251.1349522562,6859406.6428,120.2
-25250.1349522562,6859406.6428,120.2
-25249.1349522562,6859406.6428,120.2
-25248.1349522562,6859406.6428,120.2
-25247.1349522562,6859406.6428,120.2
-25246.1349522562,6859406.6428,120.2
-25245.1349522562,6859406.6428,120.2
-25244.1349522562,6859406.6428,120.2
-25243.1349522562,6859406.6428,120.2
-25242.1349522562,6859406.6428,120.2
-25241.1349522562,6859406.6428,120.2
-25240.1349522562,6859406.6428,120.2
-25239.1349522562,6859406.6428,120.2
-25238.1349522562,6859406.6428,120.2
-25237.1349522562,6859406.6428,120.2
-25236.1349522562,6859406.6428,120.2
-25235.1349522562,6859406.6428,120.2
-25234.1349522562,6859406.6428,120.2
-25233.1349522562,6859406.6428,164.6
-25232.1349522562,6859406.6428,164.6
-25231.1349522562,6859406.6428,164.6
-25230.1349522562,6859406.6428,164.6
-25229.1349522562,6859406.6428,130.2
-25228.1349522562,6859406.6428,130.2
-25227.1349522562,6859406.6428,130.2
-25226.1349522562,6859406.6428,130.2
-25225.1349522562,6859406.6428,130.2
-25224.1349522562,6859406.6428,130.2
-25223.1349522562,6859406.6428,130.2
-25222.1349522562,6859406.6428,130.2
-25221.1349522562,6859406.6428,130.2
-25220.1349522562,6859406.6428,130.2
-25219.1349522562,6859406.6428,162.8
-25218.1349522562,6859406.6428,162.8
-25217.1349522562,6859406.6428,162.8
-25216.1349522562,6859406.6428,162.8
-25215.1349522562,6859406.6428,162.8
-25214.1349522562,6859406.6428,137
-25213.1349522562,6859406.6428,137
-25212.1349522562,6859406.6428,137
-25211.1349522562,6859406.6428,137
-25210.1349522562,6859406.6428,137
-25209.1349522562,6859406.6428,137
-25208.1349522562,6859406.6428,137
-25207.1349522562,6859406.6428,137
-25206.1349522562,6859406.6428,104
-25205.1349522562,6859406.6428,104
-25204.1349522562,6859406.6428,104
-25203.1349522562,6859406.6428,104
-25202.1349522562,6859406.6428,104
-25201.1349522562,6859406.6428,104
-25200.1349522562,6859406.6428,104
-25199.1349522562,6859406.6428,104
-25198.1349522562,6859406.6428,104
-25197.1349522562,6859406.6428,104
-25196.1349522562,6859406.6428,104
-25195.1349522562,6859406.6428,104
-25194.1349522562,6859406.6428,104
-25193.1349522562,6859406.6428,104
-25192.1349522562,6859406.6428,104
-25191.1349522562,6859406.6428,104
-25190.1349522562,6859406.6428,106
-25189.1349522562,6859406.6428,106
-25188.1349522562,6859406.6428,106
-25187.1349522562,6859406.6428,106
-25186.1349522562,6859406.6428,84.8
-25185.1349522562,6859406.6428,84.8
-25184.1349522562,6859406.6428,84.8
-25183.1349522562,6859406.6428,84.8
-25182.1349522562,6859406.6428,84.8
-25181.1349522562,6859406.6428,84.8
-25180.1349522562,6859406.6428,84.8
-25179.1349522562,6859406.6428,84.8
-25178.1349522562,6859406.6428,84.8
-25177.1349522562,6859406.6428,84.8
-25176.1349522562,6859406.6428,76.6
-25175.1349522562,6859406.6428,76.6
-25174.1349522562,6859406.6428,64
-25173.1349522562,6859406.6428,64
-25172.1349522562,6859406.6428,64
-25171.1349522562,6859406.6428,64
-25170.1349522562,6859406.6428,64
-25169.1349522562,6859406.6428,64
-25168.1349522562,6859406.6428,64
-25167.1349522562,6859406.6428,59.2
-25166.1349522562,6859406.6428,59.2
-25165.1349522562,6859406.6428,59.2
-25164.1349522562,6859406.6428,59.2
-25163.1349522562,6859406.6428,59.2
-25162.1349522562,6859406.6428,59.2
-25161.1349522562,6859406.6428,59.2
-25160.1349522562,6859406.6428,59.2
-25159.1349522562,6859406.6428,59.2
-25158.1349522562,6859406.6428,59.2
-25157.1349522562,6859406.6428,59.2
-25156.1349522562,6859406.6428,59.2
-25155.1349522562,6859406.6428,59.2
-25154.1349522562,6859406.6428,72.6
-25153.1349522562,6859406.6428,72.6
-25152.1349522562,6859406.6428,72.6
-25151.1349522562,6859406.6428,72.6
-25150.1349522562,6859406.6428,72.6
-25149.1349522562,6859406.6428,72.6
-25148.1349522562,6859406.6428,72.6
-25147.1349522562,6859406.6428,78.2
-25146.1349522562,6859406.6428,78.2
-25145.1349522562,6859406.6428,78.2
-25144.1349522562,6859406.6428,78.2
-25143.1349522562,6859406.6428,78.2
-25142.1349522562,6859406.6428,78.2
-25141.1349522562,6859406.6428,78.2
-25140.1349522562,6859406.6428,78.2
-25139.1349522562,6859406.6428,78.2
-25138.1349522562,6859406.6428,78.2
-25137.1349522562,6859406.6428,78.2
-25136.1349522562,6859406.6428,78.2
-25135.1349522562,6859406.6428,78.2
-25134.1349522562,6859406.6428,78.2
-25133.1349522562,6859406.6428,78.2
-25132.1349522562,6859406.6428,78.2
-25131.1349522562,6859406.6428,78.2
-25130.1349522562,6859406.6428,78.2
-25129.1349522562,6859406.6428,78.2
-25128.1349522562,6859406.6428,78.2
-25127.1349522562,6859406.6428,69.2
-25126.1349522562,6859406.6428,69.2
-25125.1349522562,6859406.6428,69.2
-25124.1349522562,6859406.6428,69.2
-25123.1349522562,6859406.6428,69.2
-25122.1349522562,6859406.6428,69.2
-25053.1349522562,6859406.6428,66
-25052.1349522562,6859406.6428,66
-25051.1349522562,6859406.6428,66
